compound_id,safe_id,smiles,category,mw,logp,source
BDB_50145663,BDB_50145663,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(N3C4CC3CN(C[C@H](N)C(=O)O)C4)nc(N)n2)C(F)(F)F)n1,TPH_counterscreen,566.97,2.56,bindingdb
CHEMBL469462,CHEMBL469462,COc1ccc(CNc2cnc(-c3ccc(C[C@H](N)C(=O)O)cc3)cn2)c(OC2CCCC2)c1,TPH_counterscreen,462.55,4.04,chembl
CHEMBL3798951,CHEMBL3798951,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1ccccc1-n1nccn1,TPH_counterscreen,407.43,0.47,chembl
BDB_445689,BDB_445689,CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccccc1,TPH_counterscreen,414.47,2.58,bindingdb
BDB_50167382,BDB_50167382,CN(Cc1ccccc1-c1ccccc1)/C(N)=N/C(=O)c1ccc(C[C@H](N)C(=O)O)cc1,TPH_counterscreen,430.51,2.89,bindingdb
BDB_341678,BDB_341678,Cc1cc(Cl)ccc1OCC(=O)N1CCc2nc3sccn3c2C1c1cc2cccnc2s1,TPH_counterscreen,495.03,5.52,bindingdb
BDB_445686,BDB_445686,O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3cn4ccccc4n3)n(Cc3ccccc3)c12,TPH_counterscreen,412.45,2.51,bindingdb
CHEMBL3798415,CHEMBL3798415,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1ccccc1-c1ccccc1,TPH_counterscreen,416.48,2.55,chembl
BDB_445693,BDB_445693,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccc(-n2cncn2)cc1,TPH_counterscreen,507.97,2.49,bindingdb
BDB_445665,BDB_445665,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3c(n1)CCCC3)n2Cc1ccc(-c2ccccc2)cc1,TPH_counterscreen,480.57,3.75,bindingdb
BDB_357772,BDB_357772,Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1nccs1,TPH_counterscreen,411.47,1.96,bindingdb
BDB_341549,BDB_341549,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(C(=O)N(C)C)nc1Cl)C3c1ccc(F)cc1F,TPH_counterscreen,546.99,3.68,bindingdb
CHEMBL3799301,CHEMBL3799301,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1c(Oc2ccc(C(F)(F)F)cc2)cccc1N1CCCCC1,TPH_counterscreen,583.61,4.69,chembl
CHEMBL5996854,CHEMBL5996854,Cc1cnc(C2c3c(nc4sc(C)nn34)CCN2C(=O)COc2ccc(NS(C)(=O)=O)nc2Cl)c(F)c1,TPH_counterscreen,566.04,2.91,chembl
CHEMBL4762460,CHEMBL4762460,COc1ccc(-c2nc(-c3ccc(C[C@H](N)C(N)=O)cc3)no2)cc1-c1ccc(O)cc1.Cl,TPH_counterscreen,466.93,3.56,chembl
CHEMBL5987515,CHEMBL5987515,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(N(C)S(C)(=O)=O)nc1Cl)C3c1ccc(Cl)cc1F,TPH_counterscreen,599.5,3.89,chembl
BDB_341570,BDB_341570,Cc1nc(C)c(C2c3c(nc4sc(C)nn34)CCN2C(=O)COc2ccc(N(C)S(C)(=O)=O)nc2Cl)s1,TPH_counterscreen,582.13,3.17,bindingdb
BDB_341651,BDB_341651,CS(=O)(=O)Nc1ccc(OCC(=O)N2CCc3nc4sccn4c3C2c2sccc2F)c(Cl)c1,TPH_counterscreen,541.05,4.17,bindingdb
BDB_50630656,BDB_50630656,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(C)sc3n1)n2CCCOC,TPH_counterscreen,402.48,1.55,bindingdb
CHEMBL3799918,CHEMBL3799918,N/C(=N\C(=O)c1ccc(C[C@H](N)C(=O)O)cc1)NCc1c(Oc2cccc(C(F)(F)F)c2)cccc1N1CCCCC1,TPH_counterscreen,583.61,4.69,chembl
BDB_50630641,BDB_50630641,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3c(n1)CCCC3)n2CC1CCC1,TPH_counterscreen,382.47,1.83,bindingdb
CHEMBL469479,CHEMBL469479,C[C@@H](Nc1nc(N)nc(-c2ccc(CC(N)C(=O)O)c(F)c2)n1)c1ccc2ccccc2c1,TPH_counterscreen,446.49,3.54,chembl
CHEMBL4790025,CHEMBL4790025,COc1ccc(-c2cnc(-c3ccc(C[C@H](N)C(=O)O)cc3)[nH]2)cc1.Cl,TPH_counterscreen,373.84,3.13,chembl
BDB_341684,BDB_341684,Cc1cc(Cl)ccc1OCC(=O)N1CCc2nc3sccn3c2C1c1c(C)nn(C)c1C,TPH_counterscreen,470.0,4.26,bindingdb
CHEMBL4064649,CHEMBL4064649,COc1cccc(-c2cc(Cl)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CN[C@H](C(=O)O)C4)nc(N)n2)C(F)(F)F)c1,TPH_counterscreen,592.02,5.1,chembl
CHEMBL5742219,CHEMBL5742219,Cc1nn2c3c(nc2s1)CCN(C(=O)COc1ccc(-c2ncco2)nc1Cl)C3c1ccc(Cl)cc1F,TPH_counterscreen,559.41,5.15,chembl
CHEMBL249856,CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,approved_drug,248.31,1.96,chembl
CHEMBL106258,CHEMBL106258,NC1=NCC(c2ccccc2)O1,approved_drug,162.19,1.07,chembl
CHEMBL1104,CHEMBL1104,CC[N+](C)(C)c1cccc(O)c1,approved_drug,166.24,1.98,chembl
CHEMBL1200675,CHEMBL1200675,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,approved_drug,598.09,4.97,chembl
CHEMBL15023,CHEMBL15023,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,approved_drug,409.42,4.79,chembl
CHEMBL1177,CHEMBL1177,NC1=NC(=O)C(c2ccccc2)O1,approved_drug,176.18,0.6,chembl
CHEMBL159226,CHEMBL159226,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,approved_drug,279.38,2.98,chembl
CHEMBL39736,CHEMBL39736,CCCCNC(=N)NC(=N)N,approved_drug,157.22,-0.21,chembl
CHEMBL1788403,CHEMBL1788403,C=CCC1=C(C)C(OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,approved_drug,302.41,4.0,chembl
CHEMBL328190,CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,approved_drug,413.56,5.73,chembl
CHEMBL790,CHEMBL790,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,approved_drug,505.46,4.18,chembl
CHEMBL168815,CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1,approved_drug,199.32,1.56,chembl
CHEMBL481,CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,approved_drug,586.69,4.09,chembl
CHEMBL1161,CHEMBL1161,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,approved_drug,521.44,4.87,chembl
CHEMBL529437,CHEMBL529437,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,approved_drug,339.82,2.29,chembl
CHEMBL19236,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,approved_drug,241.68,0.82,chembl
CHEMBL1168,CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,approved_drug,416.52,2.38,chembl
CHEMBL50588,CHEMBL50588,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,approved_drug,480.65,4.94,chembl
CHEMBL2107383,CHEMBL2107383,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,approved_drug,385.93,3.06,chembl
CHEMBL1722,CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,approved_drug,269.77,2.51,chembl
CHEMBL477,CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,approved_drug,267.24,-1.98,chembl
CHEMBL18,CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,approved_drug,258.32,1.34,chembl
CHEMBL1200874,CHEMBL1200874,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],approved_drug,292.34,-0.43,chembl
CHEMBL1200500,CHEMBL1200500,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,approved_drug,521.05,4.09,chembl
CHEMBL969,CHEMBL969,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,approved_drug,324.81,3.93,chembl
CHEMBL1200825,CHEMBL1200825,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,approved_drug,345.91,4.71,chembl
CHEMBL2107726,CHEMBL2107726,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,approved_drug,313.79,1.08,chembl
CHEMBL1037,CHEMBL1037,N=C(N)NCC1COC2(CCCCC2)O1,approved_drug,213.28,0.55,chembl
CHEMBL777,CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,approved_drug,199.16,-1.1,chembl
CHEMBL846,CHEMBL846,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,approved_drug,416.65,5.7,chembl
CHEMBL714,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,approved_drug,239.32,1.31,chembl
CHEMBL715,CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,approved_drug,312.44,3.44,chembl
CHEMBL450,CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,approved_drug,198.22,0.5,chembl
CHEMBL8,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,approved_drug,331.35,1.58,chembl
CHEMBL1564,CHEMBL1564,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,approved_drug,317.86,4.31,chembl
CHEMBL1605,CHEMBL1605,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,approved_drug,410.43,-0.05,chembl
CHEMBL871,CHEMBL871,CC(O)(P(=O)(O)O)P(=O)(O)O,approved_drug,206.03,-0.99,chembl
CHEMBL448,CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,approved_drug,226.28,1.18,chembl
CHEMBL420762,CHEMBL420762,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,approved_drug,427.55,5.29,chembl
CHEMBL315838,CHEMBL315838,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,approved_drug,352.48,4.36,chembl
CHEMBL3990047,CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,approved_drug,363.42,3.76,chembl
CHEMBL221959,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,approved_drug,312.38,1.54,chembl
CHEMBL1558,CHEMBL1558,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,approved_drug,419.87,2.21,chembl
CHEMBL509,CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,approved_drug,296.15,4.74,chembl
CHEMBL1000,CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,approved_drug,388.9,3.15,chembl
CHEMBL46917,CHEMBL46917,CNC(=O)Oc1cccc2ccccc12,approved_drug,201.22,2.56,chembl
CHEMBL22,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,approved_drug,290.32,1.26,chembl
CHEMBL1200339,CHEMBL1200339,CNC[C@H](O)c1cccc(O)c1.Cl,approved_drug,203.67,1.07,chembl
CHEMBL205596,CHEMBL205596,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,approved_drug,408.58,3.45,chembl
CHEMBL32,CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,approved_drug,401.44,2.37,chembl
CHEMBL272427,CHEMBL272427,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,approved_drug,499.71,3.4,chembl
CHEMBL2062163,CHEMBL2062163,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O,approved_drug,341.36,-0.04,chembl
CHEMBL21731,CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,approved_drug,277.41,4.21,chembl
CHEMBL1405,CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,approved_drug,270.37,3.82,chembl
CHEMBL54976,CHEMBL54976,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,approved_drug,204.23,1.12,chembl
CHEMBL46,CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,approved_drug,293.37,3.13,chembl
CHEMBL267495,CHEMBL267495,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,approved_drug,476.57,3.09,chembl
CHEMBL546,CHEMBL546,C=CCOc1ccccc1OCC(O)CNC(C)C,approved_drug,265.35,1.99,chembl
CHEMBL553,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,approved_drug,393.44,3.41,chembl
CHEMBL497,CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,approved_drug,305.5,3.2,chembl
CHEMBL296419,CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,approved_drug,458.58,5.35,chembl
CHEMBL223228,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,approved_drug,315.68,4.07,chembl
CHEMBL1419,CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,approved_drug,279.86,4.74,chembl
CHEMBL1475,CHEMBL1475,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,approved_drug,228.25,3.46,chembl
CHEMBL125,CHEMBL125,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,approved_drug,407.58,5.68,chembl
CHEMBL1200402,CHEMBL1200402,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,approved_drug,567.06,3.2,chembl
CHEMBL423,CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,approved_drug,307.43,2.39,chembl
CHEMBL70246,CHEMBL70246,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,approved_drug,238.2,-1.48,chembl
CHEMBL1201342,CHEMBL1201342,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,approved_drug,309.48,5.02,chembl
CHEMBL86304,CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,approved_drug,268.74,1.4,chembl
CHEMBL28333,CHEMBL28333,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,approved_drug,270.76,3.63,chembl
CHEMBL211471,CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],approved_drug,334.39,1.04,chembl
CHEMBL2368924,CHEMBL2368924,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,approved_drug,438.5,1.2,chembl
CHEMBL325041,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,approved_drug,384.25,0.36,chembl
CHEMBL70,CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,approved_drug,285.34,1.2,chembl
CHEMBL762,CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,approved_drug,260.38,2.85,chembl
CHEMBL830,CHEMBL830,NCCCC(N)(C(=O)O)C(F)F,approved_drug,182.17,-0.23,chembl
CHEMBL668,CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,approved_drug,263.38,4.3,chembl
CHEMBL446,CHEMBL446,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,approved_drug,278.34,1.48,chembl
CHEMBL408,CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,approved_drug,441.55,4.37,chembl
CHEMBL1201776,CHEMBL1201776,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,approved_drug,221.34,3.08,chembl
CHEMBL278819,CHEMBL278819,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,approved_drug,298.39,2.2,chembl
CHEMBL48582,CHEMBL48582,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,approved_drug,398.46,1.87,chembl
CHEMBL1663,CHEMBL1663,FC(F)(F)C(F)(F)C(F)(F)F,approved_drug,188.02,2.75,chembl
CHEMBL453,CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,approved_drug,267.31,1.67,chembl
CHEMBL12610,CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,approved_drug,309.41,3.42,chembl
CHEMBL986,CHEMBL986,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,approved_drug,286.46,5.51,chembl
CHEMBL700,CHEMBL700,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,approved_drug,249.3,1.46,chembl
CHEMBL593,CHEMBL593,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,approved_drug,456.57,2.72,chembl
CHEMBL1129,CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,approved_drug,296.2,-0.8,chembl
CHEMBL28318,CHEMBL28318,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,approved_drug,230.31,2.61,chembl
CHEMBL4,CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,approved_drug,361.37,1.54,chembl
CHEMBL1201049,CHEMBL1201049,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,approved_drug,444.7,5.45,chembl
CHEMBL686,CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,approved_drug,241.29,3.75,chembl
CHEMBL558,CHEMBL558,Cc1cccc(C)c1OCC(C)N,approved_drug,179.26,2.03,chembl
CHEMBL960,CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,approved_drug,270.21,3.25,chembl
CHEMBL1072,CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,approved_drug,364.42,3.04,chembl
CHEMBL1128,CHEMBL1128,CC[N+](C)(C)c1cccc(O)c1.[Cl-],approved_drug,201.7,-1.02,chembl
CHEMBL995,CHEMBL995,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],approved_drug,461.01,0.9,chembl
CHEMBL6966,CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,approved_drug,454.61,5.09,chembl
CHEMBL1231,CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,approved_drug,357.49,3.34,chembl
CHEMBL154,CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,approved_drug,230.26,3.04,chembl
CHEMBL15891,CHEMBL15891,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,approved_drug,290.83,3.64,chembl
CHEMBL1546,CHEMBL1546,CC(N)Cc1ccc(O)cc1,approved_drug,151.21,1.28,chembl
CHEMBL530,CHEMBL530,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,approved_drug,325.43,1.41,chembl
CHEMBL514,CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,approved_drug,233.7,2.25,chembl
CHEMBL273575,CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,approved_drug,238.33,2.85,chembl
CHEMBL1289494,CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,approved_drug,454.87,5.64,chembl
CHEMBL308954,CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,approved_drug,435.29,4.72,chembl
CHEMBL817,CHEMBL817,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,approved_drug,311.41,1.77,chembl
CHEMBL409,CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,approved_drug,430.38,2.88,chembl
CHEMBL316157,CHEMBL316157,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,approved_drug,415.5,-0.32,chembl
CHEMBL979,CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,approved_drug,218.25,0.98,chembl
CHEMBL74632,CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,approved_drug,520.48,-1.13,chembl
CHEMBL1006,CHEMBL1006,NCCCNCCSP(=O)(O)O,approved_drug,214.23,-0.25,chembl
CHEMBL340978,CHEMBL340978,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,approved_drug,301.73,4.34,chembl
CHEMBL2105675,CHEMBL2105675,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,approved_drug,503.34,1.14,chembl
CHEMBL396778,CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,approved_drug,302.35,2.37,chembl
CHEMBL14370,CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,approved_drug,313.4,3.19,chembl
CHEMBL766,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,approved_drug,358.46,1.43,chembl
CHEMBL1346,CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,approved_drug,426.56,3.96,chembl
CHEMBL112,CHEMBL112,CC(=O)Nc1ccc(O)cc1,approved_drug,151.16,1.35,chembl
CHEMBL834,CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,approved_drug,235.07,-1.66,chembl
CHEMBL501,CHEMBL501,CC(N)Cc1ccccc1.O=S(=O)(O)O,approved_drug,233.29,0.92,chembl
CHEMBL1169,CHEMBL1169,Nc1ccc(C(=O)O)c(O)c1,approved_drug,153.14,0.67,chembl
CHEMBL3989562,CHEMBL3989562,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,approved_drug,459.93,-0.17,chembl
CHEMBL282121,CHEMBL282121,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,approved_drug,429.56,4.6,chembl
CHEMBL623,CHEMBL623,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,approved_drug,470.02,3.55,chembl
CHEMBL498,CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,approved_drug,276.74,1.74,chembl
CHEMBL162036,CHEMBL162036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,approved_drug,313.31,2.79,chembl
CHEMBL1200624,CHEMBL1200624,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,approved_drug,384.52,4.43,chembl
CHEMBL820,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,approved_drug,246.31,-0.28,chembl
CHEMBL1201168,CHEMBL1201168,Cc1cc(C(=O)NNCc2ccccc2)no1,approved_drug,231.26,1.42,chembl
CHEMBL1191,CHEMBL1191,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,approved_drug,270.34,1.23,chembl
CHEMBL161,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,approved_drug,554.59,-1.2,chembl
CHEMBL429,CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,approved_drug,328.41,2.14,chembl
CHEMBL46516,CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,approved_drug,475.58,5.31,chembl
CHEMBL723,CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,approved_drug,406.48,3.74,chembl
CHEMBL1534,CHEMBL1534,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,approved_drug,376.37,-1.72,chembl
CHEMBL831,CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,approved_drug,327.82,3.77,chembl
CHEMBL836,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,approved_drug,408.52,2.34,chembl
CHEMBL2146102,CHEMBL2146102,CN[C@@H](C)[C@H](O)c1ccccc1.Cl,approved_drug,201.7,1.75,chembl
CHEMBL562,CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,approved_drug,352.77,2.81,chembl
