safe_id,smiles
CID2811386,Cc1cnc(NC(=O)c2nccnc2C(=O)O)c(C)n1
CHEMBL488025,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
CID58548282,O=C(O)c1nc(C2CC2)cnc1Nc1cncnc1
CHEMBL607710,NC(=O)OCC(O)COc1ccc(Cl)cc1
CID1927420,O=C(Nc1ccccn1)C(=O)Nc1ccccn1
